"Variety","Base.Price.Per.Ton","Brix.Code","Tons","Year","District","District_Number","Type"
"pinot noir",6100,100,14,2016,"DISTRICT 3",3,"red"
"pinot noir",6107.21,100,18.5,2016,"DISTRICT 3",3,"red"
"pinot noir",6145.25,100,17.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6180,100,27.1,2016,"DISTRICT 3",3,"red"
"pinot noir",6195.99,100,20.7,2016,"DISTRICT 3",3,"red"
"pinot noir",6200,100,44.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6283.59,100,19.2,2016,"DISTRICT 3",3,"red"
"pinot noir",6365,100,2.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6375,100,5.3,2016,"DISTRICT 3",3,"red"
"pinot noir",6380,100,10.7,2016,"DISTRICT 3",3,"red"
"pinot noir",6386,100,25.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6393.74,100,36.1,2016,"DISTRICT 3",3,"red"
"pinot noir",6400,100,9.7,2016,"DISTRICT 3",3,"red"
"pinot noir",6431,100,2.5,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,100,70.8,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,13800,1.4,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,17900,3.8,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,20600,10,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,21600,15.5,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,24800,1.3,2016,"DISTRICT 3",3,"red"
"pinot noir",6500,27120,2,2016,"DISTRICT 3",3,"red"
"pinot noir",6526.68,100,24.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6550,100,10.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6556,100,73.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6570.37,100,17.3,2016,"DISTRICT 3",3,"red"
"pinot noir",6626.66,100,3.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6655.18,100,24.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6737,100,2.9,2016,"DISTRICT 3",3,"red"
"pinot noir",6756,100,6.2,2016,"DISTRICT 3",3,"red"
"pinot noir",6790.77,100,4,2016,"DISTRICT 3",3,"red"
"pinot noir",6886.68,100,43,2016,"DISTRICT 3",3,"red"
"pinot noir",6935.2,100,17.6,2016,"DISTRICT 3",3,"red"
"pinot noir",6964.95,100,3,2016,"DISTRICT 3",3,"red"
"pinot noir",7000,100,37.4,2016,"DISTRICT 3",3,"red"
"pinot noir",7000,21200,3.6,2016,"DISTRICT 3",3,"red"
"pinot noir",7012.3,100,121.1,2016,"DISTRICT 3",3,"red"
"pinot noir",7133,20800,7.4,2016,"DISTRICT 3",3,"red"
"pinot noir",7154.41,100,1.4,2016,"DISTRICT 3",3,"red"
"pinot noir",7179.2,100,12.6,2016,"DISTRICT 3",3,"red"
"pinot noir",7291.13,100,5.8,2016,"DISTRICT 3",3,"red"
"pinot noir",7300.09,100,15.6,2016,"DISTRICT 3",3,"red"
"pinot noir",7500,100,30.9,2016,"DISTRICT 3",3,"red"
"pinot noir",7500,13800,2.9,2016,"DISTRICT 3",3,"red"
"pinot noir",7504.08,100,3.7,2016,"DISTRICT 3",3,"red"
"pinot noir",7747.9,100,27.3,2016,"DISTRICT 3",3,"red"
"pinot noir",7748.77,100,66.5,2016,"DISTRICT 3",3,"red"
"pinot noir",8000,100,3.3,2016,"DISTRICT 3",3,"red"
"pinot noir",8100,17200,22.8,2016,"DISTRICT 3",3,"red"
"pinot noir",8400,100,10.6,2016,"DISTRICT 3",3,"red"
"pinot noir",8750,100,7,2016,"DISTRICT 3",3,"red"
"pinot noir",8820.29,100,6.3,2016,"DISTRICT 3",3,"red"
"pinot noir",8947,100,4.7,2016,"DISTRICT 3",3,"red"
"pinot noir",8969,100,2.4,2016,"DISTRICT 3",3,"red"
"pinot noir",9130.1,100,1.9,2016,"DISTRICT 3",3,"red"
"pinot noir",9325.45,100,16.3,2016,"DISTRICT 3",3,"red"
"pinot noir",10000,100,9,2016,"DISTRICT 3",3,"red"
"pinot noir",10000,24500,1.5,2016,"DISTRICT 3",3,"red"
"pinot noir",10229.07,100,2.3,2016,"DISTRICT 3",3,"red"
"pinot noir",12589,100,7.4,2016,"DISTRICT 3",3,"red"
"pinot noir",12850,100,1.3,2016,"DISTRICT 3",3,"red"
"pinot noir",13074,100,2.4,2016,"DISTRICT 3",3,"red"
"primitivo",1950,64440,3.9,2016,"DISTRICT 3",3,"red"
"primitivo",2200,100,5.8,2016,"DISTRICT 3",3,"red"
"primitivo",2350,100,6.2,2016,"DISTRICT 3",3,"red"
"primitivo",2400,100,9.5,2016,"DISTRICT 3",3,"red"
"primitivo",2450,100,27.4,2016,"DISTRICT 3",3,"red"
"primitivo",2500,100,3.9,2016,"DISTRICT 3",3,"red"
"primitivo",2600,100,7.3,2016,"DISTRICT 3",3,"red"
"primitivo",2700,100,4.9,2016,"DISTRICT 3",3,"red"
"primitivo",2750,100,19.8,2016,"DISTRICT 3",3,"red"
"primitivo",2900,24800,2.6,2016,"DISTRICT 3",3,"red"
"primitivo",3000,100,6,2016,"DISTRICT 3",3,"red"
"primitivo",3174.1,100,7.3,2016,"DISTRICT 3",3,"red"
"primitivo",4500,100,3.2,2016,"DISTRICT 3",3,"red"
"refosco",1500,21500,0.7,2016,"DISTRICT 3",3,"red"
"sagrantino",1700,14100,1.3,2016,"DISTRICT 3",3,"red"
"sagrantino",2600,100,0.7,2016,"DISTRICT 3",3,"red"
"sangiovese",1498.65,100,22.9,2016,"DISTRICT 3",3,"red"
"sangiovese",1500,21000,0.5,2016,"DISTRICT 3",3,"red"
"sangiovese",1500,21500,1.9,2016,"DISTRICT 3",3,"red"
"sangiovese",1700,14100,3.6,2016,"DISTRICT 3",3,"red"
"sangiovese",1850,100,23.4,2016,"DISTRICT 3",3,"red"
"sangiovese",1900,100,9.2,2016,"DISTRICT 3",3,"red"
"sangiovese",2000,100,110,2016,"DISTRICT 3",3,"red"
"sangiovese",2000,13600,2.7,2016,"DISTRICT 3",3,"red"
"sangiovese",2000,24800,2.5,2016,"DISTRICT 3",3,"red"
"sangiovese",2200,100,3,2016,"DISTRICT 3",3,"red"
"sangiovese",2200,16900,4.4,2016,"DISTRICT 3",3,"red"
"sangiovese",2244.27,100,9.4,2016,"DISTRICT 3",3,"red"
"sangiovese",2300,100,5.6,2016,"DISTRICT 3",3,"red"
"sangiovese",2300,13600,34.4,2016,"DISTRICT 3",3,"red"
"sangiovese",2300,17600,2.8,2016,"DISTRICT 3",3,"red"
"sangiovese",2300,24800,2.1,2016,"DISTRICT 3",3,"red"
"sangiovese",2304.23,100,10.6,2016,"DISTRICT 3",3,"red"
"sangiovese",2400,100,5.5,2016,"DISTRICT 3",3,"red"
"sangiovese",2450,100,6.8,2016,"DISTRICT 3",3,"red"
"sangiovese",2500,100,25.8,2016,"DISTRICT 3",3,"red"
"sangiovese",2500,13250,0.6,2016,"DISTRICT 3",3,"red"
"sangiovese",2700,21200,8.7,2016,"DISTRICT 3",3,"red"
"sangiovese",2800,25300,1.9,2016,"DISTRICT 3",3,"red"
"sangiovese",2850,100,2.4,2016,"DISTRICT 3",3,"red"
"sangiovese",2917.31,100,13.6,2016,"DISTRICT 3",3,"red"
"sangiovese",3000,100,1.4,2016,"DISTRICT 3",3,"red"
"sangiovese",3100,100,11.2,2016,"DISTRICT 3",3,"red"
"sangiovese",3450,100,5.2,2016,"DISTRICT 3",3,"red"
"sangiovese",4500,100,2.3,2016,"DISTRICT 3",3,"red"
"sangiovese",4800,100,3.4,2016,"DISTRICT 3",3,"red"
"sangiovese",5200,100,9.3,2016,"DISTRICT 3",3,"red"
"st laurent",2000,8100,6.4,2016,"DISTRICT 3",3,"red"
"st laurent",2200,100,2.2,2016,"DISTRICT 3",3,"red"
"st laurent",2400,100,6.2,2016,"DISTRICT 3",3,"red"
"st laurent",2500,100,2.5,2016,"DISTRICT 3",3,"red"
"syrah",360,100,30,2016,"DISTRICT 3",3,"red"
"syrah",750,100,0.6,2016,"DISTRICT 3",3,"red"
"syrah",1200,11700,5.7,2016,"DISTRICT 3",3,"red"
"syrah",1200,17400,0.8,2016,"DISTRICT 3",3,"red"
"syrah",1250,100,2.7,2016,"DISTRICT 3",3,"red"
"syrah",1300,100,18,2016,"DISTRICT 3",3,"red"
"syrah",1300,17600,0.4,2016,"DISTRICT 3",3,"red"
"syrah",1500,100,2,2016,"DISTRICT 3",3,"red"
"syrah",1522.5,100,16.6,2016,"DISTRICT 3",3,"red"
"syrah",1604.94,100,23.4,2016,"DISTRICT 3",3,"red"
"syrah",1606,100,9.3,2016,"DISTRICT 3",3,"red"
"syrah",1651.07,100,13,2016,"DISTRICT 3",3,"red"
"syrah",1700,100,4.1,2016,"DISTRICT 3",3,"red"
"syrah",1750,100,2,2016,"DISTRICT 3",3,"red"
"syrah",1785,100,22.4,2016,"DISTRICT 3",3,"red"
"syrah",1785,14000,2.1,2016,"DISTRICT 3",3,"red"
"syrah",1798,100,0.4,2016,"DISTRICT 3",3,"red"
"syrah",1799,100,21.8,2016,"DISTRICT 3",3,"red"
"syrah",1800,100,61.9,2016,"DISTRICT 3",3,"red"
"syrah",1800,17400,23.1,2016,"DISTRICT 3",3,"red"
"syrah",1800,21500,1.6,2016,"DISTRICT 3",3,"red"
"syrah",1800,64440,8,2016,"DISTRICT 3",3,"red"
"syrah",1850,100,10.6,2016,"DISTRICT 3",3,"red"
"syrah",1866,25400,16.2,2016,"DISTRICT 3",3,"red"
"syrah",1884,100,7.1,2016,"DISTRICT 3",3,"red"
"syrah",1900,100,12.2,2016,"DISTRICT 3",3,"red"
"syrah",1950,8900,1.3,2016,"DISTRICT 3",3,"red"
"syrah",1999.96,100,33.5,2016,"DISTRICT 3",3,"red"
"syrah",2000,100,226.9,2016,"DISTRICT 3",3,"red"
"syrah",2000,10900,6.8,2016,"DISTRICT 3",3,"red"
"syrah",2000,13600,0.6,2016,"DISTRICT 3",3,"red"
"syrah",2000,17200,5,2016,"DISTRICT 3",3,"red"
"syrah",2000,24800,5.5,2016,"DISTRICT 3",3,"red"
"syrah",2000,25400,10,2016,"DISTRICT 3",3,"red"
"syrah",2028.33,100,31.6,2016,"DISTRICT 3",3,"red"
"syrah",2054.02,100,9.8,2016,"DISTRICT 3",3,"red"
"syrah",2066.42,100,7.5,2016,"DISTRICT 3",3,"red"
"syrah",2083,21500,5.3,2016,"DISTRICT 3",3,"red"
"syrah",2087.45,100,43.2,2016,"DISTRICT 3",3,"red"
"syrah",2100,100,25.5,2016,"DISTRICT 3",3,"red"
"syrah",2175,100,5.4,2016,"DISTRICT 3",3,"red"
"syrah",2200,100,39.5,2016,"DISTRICT 3",3,"red"
"syrah",2200,13600,0.9,2016,"DISTRICT 3",3,"red"
"syrah",2200,13800,1,2016,"DISTRICT 3",3,"red"
"syrah",2200,20800,5.8,2016,"DISTRICT 3",3,"red"
"syrah",2219,100,2.6,2016,"DISTRICT 3",3,"red"
"syrah",2250,100,2.9,2016,"DISTRICT 3",3,"red"
"syrah",2257.73,100,3,2016,"DISTRICT 3",3,"red"
"syrah",2260,100,5,2016,"DISTRICT 3",3,"red"
"syrah",2275,100,16.5,2016,"DISTRICT 3",3,"red"
"syrah",2300,100,83.7,2016,"DISTRICT 3",3,"red"
"syrah",2300,24500,1.1,2016,"DISTRICT 3",3,"red"
"syrah",2300,24800,5.3,2016,"DISTRICT 3",3,"red"
"syrah",2333.98,100,54.2,2016,"DISTRICT 3",3,"red"
"syrah",2350,100,2.7,2016,"DISTRICT 3",3,"red"
"syrah",2350,20800,4.9,2016,"DISTRICT 3",3,"red"
"syrah",2350.92,100,56.7,2016,"DISTRICT 3",3,"red"
"syrah",2383,100,11.6,2016,"DISTRICT 3",3,"red"
"syrah",2400,100,62.9,2016,"DISTRICT 3",3,"red"
"syrah",2400,21200,0.3,2016,"DISTRICT 3",3,"red"
"syrah",2400,24500,14.2,2016,"DISTRICT 3",3,"red"
"syrah",2417.79,100,8.6,2016,"DISTRICT 3",3,"red"
"syrah",2419.15,100,6.2,2016,"DISTRICT 3",3,"red"
"syrah",2450,100,11.5,2016,"DISTRICT 3",3,"red"
"syrah",2475,100,24.3,2016,"DISTRICT 3",3,"red"
"syrah",2500,100,143,2016,"DISTRICT 3",3,"red"
"syrah",2500,2300,1.7,2016,"DISTRICT 3",3,"red"
"syrah",2500,13800,6.7,2016,"DISTRICT 3",3,"red"
"syrah",2500,17000,1.4,2016,"DISTRICT 3",3,"red"
"syrah",2500,21000,2.2,2016,"DISTRICT 3",3,"red"
"syrah",2500,24300,0.7,2016,"DISTRICT 3",3,"red"
"syrah",2500,24500,3.2,2016,"DISTRICT 3",3,"red"
"syrah",2519,100,13.9,2016,"DISTRICT 3",3,"red"
"syrah",2519.15,100,25.1,2016,"DISTRICT 3",3,"red"
"syrah",2522,100,1.9,2016,"DISTRICT 3",3,"red"
"syrah",2525,100,3.3,2016,"DISTRICT 3",3,"red"
"syrah",2525.16,100,30.3,2016,"DISTRICT 3",3,"red"
"syrah",2560,100,4.3,2016,"DISTRICT 3",3,"red"
"syrah",2565.54,100,2.4,2016,"DISTRICT 3",3,"red"
"syrah",2575,100,13.1,2016,"DISTRICT 3",3,"red"
"syrah",2599.21,100,17.6,2016,"DISTRICT 3",3,"red"
"syrah",2600,100,38.2,2016,"DISTRICT 3",3,"red"
"syrah",2600,14100,7.3,2016,"DISTRICT 3",3,"red"
"syrah",2600,21200,9,2016,"DISTRICT 3",3,"red"
"syrah",2600,25100,4.6,2016,"DISTRICT 3",3,"red"
"syrah",2619.44,100,2.1,2016,"DISTRICT 3",3,"red"
"syrah",2627,100,2.9,2016,"DISTRICT 3",3,"red"
"syrah",2640,21200,5.3,2016,"DISTRICT 3",3,"red"
"syrah",2640,25400,23.1,2016,"DISTRICT 3",3,"red"
"syrah",2651.42,100,1.5,2016,"DISTRICT 3",3,"red"
"syrah",2663.42,25000,6.7,2016,"DISTRICT 3",3,"red"
"syrah",2684.79,100,31.8,2016,"DISTRICT 3",3,"red"
"syrah",2700,100,3.3,2016,"DISTRICT 3",3,"red"
"syrah",2750,100,9.8,2016,"DISTRICT 3",3,"red"
"syrah",2754.09,100,1.2,2016,"DISTRICT 3",3,"red"
"syrah",2764.69,100,4.9,2016,"DISTRICT 3",3,"red"
"syrah",2771.07,100,13.7,2016,"DISTRICT 3",3,"red"
"syrah",2775,100,25.3,2016,"DISTRICT 3",3,"red"
"syrah",2777,100,1.5,2016,"DISTRICT 3",3,"red"
"syrah",2777.68,100,7.8,2016,"DISTRICT 3",3,"red"
"syrah",2800,100,10.5,2016,"DISTRICT 3",3,"red"
"syrah",2800,17400,7.9,2016,"DISTRICT 3",3,"red"
"syrah",2800,17800,3.3,2016,"DISTRICT 3",3,"red"
"syrah",2800,21200,0.9,2016,"DISTRICT 3",3,"red"
"syrah",2800,27800,1.4,2016,"DISTRICT 3",3,"red"
"syrah",2828.26,100,38.1,2016,"DISTRICT 3",3,"red"
"syrah",2850,100,18.6,2016,"DISTRICT 3",3,"red"
"syrah",2875,100,24,2016,"DISTRICT 3",3,"red"
"syrah",2890,100,2.1,2016,"DISTRICT 3",3,"red"
"syrah",2900,100,15.3,2016,"DISTRICT 3",3,"red"
"syrah",2941.52,100,12.9,2016,"DISTRICT 3",3,"red"
"syrah",2967.44,100,6.9,2016,"DISTRICT 3",3,"red"
"syrah",3000,100,47.5,2016,"DISTRICT 3",3,"red"
"syrah",3000,2300,2.9,2016,"DISTRICT 3",3,"red"
"syrah",3000,13800,3,2016,"DISTRICT 3",3,"red"
"syrah",3000,16800,1.4,2016,"DISTRICT 3",3,"red"
"syrah",3000,18000,1.5,2016,"DISTRICT 3",3,"red"
"syrah",3000,21200,1,2016,"DISTRICT 3",3,"red"
"syrah",3000,24800,2,2016,"DISTRICT 3",3,"red"
"syrah",3000,25400,7.8,2016,"DISTRICT 3",3,"red"
"syrah",3090,100,11.8,2016,"DISTRICT 3",3,"red"
"syrah",3150,100,1.8,2016,"DISTRICT 3",3,"red"
"syrah",3150,25300,5.4,2016,"DISTRICT 3",3,"red"
"syrah",3156,100,2.9,2016,"DISTRICT 3",3,"red"
"syrah",3162.37,100,6.5,2016,"DISTRICT 3",3,"red"
"syrah",3171,100,8.3,2016,"DISTRICT 3",3,"red"
"syrah",3200,100,34.6,2016,"DISTRICT 3",3,"red"
"syrah",3200,24500,5.6,2016,"DISTRICT 3",3,"red"
"syrah",3246.32,18000,3,2016,"DISTRICT 3",3,"red"
"syrah",3290,100,5.9,2016,"DISTRICT 3",3,"red"
"syrah",3300,100,6,2016,"DISTRICT 3",3,"red"
"syrah",3338,13600,14.3,2016,"DISTRICT 3",3,"red"
"syrah",3357.71,100,29.7,2016,"DISTRICT 3",3,"red"
"syrah",3367,100,3.7,2016,"DISTRICT 3",3,"red"
"syrah",3369.43,100,22.9,2016,"DISTRICT 3",3,"red"
"syrah",3372,100,25.3,2016,"DISTRICT 3",3,"red"
"syrah",3375,100,4.6,2016,"DISTRICT 3",3,"red"
"syrah",3400,100,11.9,2016,"DISTRICT 3",3,"red"
"syrah",3404.48,100,5,2016,"DISTRICT 3",3,"red"
"syrah",3469.11,20800,20.3,2016,"DISTRICT 3",3,"red"
"syrah",3483.86,25100,23.9,2016,"DISTRICT 3",3,"red"
"syrah",3500,100,22.9,2016,"DISTRICT 3",3,"red"
"syrah",3500,2300,6.8,2016,"DISTRICT 3",3,"red"
"syrah",3500,17400,2.5,2016,"DISTRICT 3",3,"red"
"syrah",3500,17800,1.8,2016,"DISTRICT 3",3,"red"
"syrah",3500,21000,3,2016,"DISTRICT 3",3,"red"
"syrah",3500,21600,13.5,2016,"DISTRICT 3",3,"red"
"syrah",3500,25300,2.1,2016,"DISTRICT 3",3,"red"
"syrah",3550,25100,1.1,2016,"DISTRICT 3",3,"red"
"syrah",3600,100,17.2,2016,"DISTRICT 3",3,"red"
"syrah",3675,100,5.6,2016,"DISTRICT 3",3,"red"
"syrah",3675,28100,3,2016,"DISTRICT 3",3,"red"
"syrah",3700,100,9,2016,"DISTRICT 3",3,"red"
"syrah",3700,13400,9.3,2016,"DISTRICT 3",3,"red"
"syrah",3750,100,2.7,2016,"DISTRICT 3",3,"red"
"syrah",3756.38,100,8.8,2016,"DISTRICT 3",3,"red"
"syrah",3800,100,23.8,2016,"DISTRICT 3",3,"red"
"syrah",3800,25300,2.3,2016,"DISTRICT 3",3,"red"
"syrah",3812,100,7.4,2016,"DISTRICT 3",3,"red"
"syrah",4000,100,41.3,2016,"DISTRICT 3",3,"red"
"syrah",4000,13100,3,2016,"DISTRICT 3",3,"red"
"syrah",4000,13400,6.5,2016,"DISTRICT 3",3,"red"
"syrah",4000,21000,1.1,2016,"DISTRICT 3",3,"red"
"syrah",4000,21200,6.5,2016,"DISTRICT 3",3,"red"
"syrah",4000,25100,2.9,2016,"DISTRICT 3",3,"red"
"syrah",4074.1,17200,4.6,2016,"DISTRICT 3",3,"red"
"syrah",4100,100,3.4,2016,"DISTRICT 3",3,"red"
"syrah",4125,13600,8,2016,"DISTRICT 3",3,"red"
"syrah",4146.87,18000,5.6,2016,"DISTRICT 3",3,"red"
"syrah",4250,100,1.7,2016,"DISTRICT 3",3,"red"
"syrah",4400,100,8.2,2016,"DISTRICT 3",3,"red"
"syrah",4400,20800,2.6,2016,"DISTRICT 3",3,"red"
"syrah",4500,16300,1.3,2016,"DISTRICT 3",3,"red"
"syrah",4700,13400,3.7,2016,"DISTRICT 3",3,"red"
"syrah",4748.76,100,14.1,2016,"DISTRICT 3",3,"red"
"syrah",4892.27,100,7.8,2016,"DISTRICT 3",3,"red"
"syrah",4892.9,21200,4.3,2016,"DISTRICT 3",3,"red"
"syrah",5000,100,9.8,2016,"DISTRICT 3",3,"red"
"syrah",5000,20800,1.6,2016,"DISTRICT 3",3,"red"
"syrah",5700,100,4.4,2016,"DISTRICT 3",3,"red"
"syrah",6758,100,4.2,2016,"DISTRICT 3",3,"red"
"syrah",12208.45,13600,1,2016,"DISTRICT 3",3,"red"
"tannat",1800,21500,0.7,2016,"DISTRICT 3",3,"red"
"tannat",2100,100,1.9,2016,"DISTRICT 3",3,"red"
"tannat",2400,100,1.5,2016,"DISTRICT 3",3,"red"
"tempranillo",1850,13600,2.5,2016,"DISTRICT 3",3,"red"
"tempranillo",1950,100,1.1,2016,"DISTRICT 3",3,"red"
"tempranillo",2200,100,2.1,2016,"DISTRICT 3",3,"red"
"tempranillo",2300,100,7.4,2016,"DISTRICT 3",3,"red"
"tempranillo",2400,100,6.2,2016,"DISTRICT 3",3,"red"
"tempranillo",2500,100,5.4,2016,"DISTRICT 3",3,"red"
"teroldego",2400,100,0.9,2016,"DISTRICT 3",3,"red"
"tinta cao",2400,17800,1,2016,"DISTRICT 3",3,"red"
"tinta cao",3000,100,0.8,2016,"DISTRICT 3",3,"red"
"tinta cao",4100,100,4,2016,"DISTRICT 3",3,"red"
"touriga nacional",3000,100,3.6,2016,"DISTRICT 3",3,"red"
"trousseau",3000,13100,1.4,2016,"DISTRICT 3",3,"red"
"trousseau",4000,13100,0.7,2016,"DISTRICT 3",3,"red"
"zinfandel",700,100,0.2,2016,"DISTRICT 3",3,"red"
"zinfandel",900,24500,1.6,2016,"DISTRICT 3",3,"red"
"zinfandel",1000,100,24.1,2016,"DISTRICT 3",3,"red"
"zinfandel",1000,17400,7,2016,"DISTRICT 3",3,"red"
"zinfandel",1000,29125,2.9,2016,"DISTRICT 3",3,"red"
"zinfandel",1022.5,100,58.3,2016,"DISTRICT 3",3,"red"
"zinfandel",1068,17400,3.7,2016,"DISTRICT 3",3,"red"
"zinfandel",1341,100,0.8,2016,"DISTRICT 3",3,"red"
"zinfandel",1400,100,17.7,2016,"DISTRICT 3",3,"red"
"zinfandel",1428.57,24800,5.7,2016,"DISTRICT 3",3,"red"
"zinfandel",1500,100,14.8,2016,"DISTRICT 3",3,"red"
"zinfandel",1551.72,24800,3.8,2016,"DISTRICT 3",3,"red"
"zinfandel",1600,100,2.3,2016,"DISTRICT 3",3,"red"
"zinfandel",1606,100,17.2,2016,"DISTRICT 3",3,"red"
"zinfandel",1700,100,4.1,2016,"DISTRICT 3",3,"red"
"zinfandel",1750,100,12.4,2016,"DISTRICT 3",3,"red"
"zinfandel",1756.45,24800,6.2,2016,"DISTRICT 3",3,"red"
"zinfandel",1775,100,11.3,2016,"DISTRICT 3",3,"red"
"zinfandel",1800,100,17.3,2016,"DISTRICT 3",3,"red"
"zinfandel",1800,14100,1.5,2016,"DISTRICT 3",3,"red"
"zinfandel",1800,21600,5.8,2016,"DISTRICT 3",3,"red"
"zinfandel",1800,24800,2.3,2016,"DISTRICT 3",3,"red"
"zinfandel",1852,100,3.3,2016,"DISTRICT 3",3,"red"
"zinfandel",1900,100,52,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,100,108.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,14100,5.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,17600,0.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,21000,1.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,24800,0.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,25400,5.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,25450,1.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2000,40050,1.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2050,100,31.8,2016,"DISTRICT 3",3,"red"
"zinfandel",2066.42,100,1.5,2016,"DISTRICT 3",3,"red"
"zinfandel",2100,100,53.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2100,14100,19.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2100,27800,2.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2122.42,100,27.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2150,100,3.2,2016,"DISTRICT 3",3,"red"
"zinfandel",2175,100,5.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2184.08,100,12.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2184.18,100,27.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2200,100,191.2,2016,"DISTRICT 3",3,"red"
"zinfandel",2200,14500,8.9,2016,"DISTRICT 3",3,"red"
"zinfandel",2200,24500,17.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2200,48110,0.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2250,100,1,2016,"DISTRICT 3",3,"red"
"zinfandel",2250,21000,0.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2300,100,211.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2300,24500,4.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2300,24800,9.2,2016,"DISTRICT 3",3,"red"
"zinfandel",2334.66,100,12.2,2016,"DISTRICT 3",3,"red"
"zinfandel",2350,100,98.8,2016,"DISTRICT 3",3,"red"
"zinfandel",2353.21,100,145.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2361.6,27500,11.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2375,100,35.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2400,100,292.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2400,24800,2.8,2016,"DISTRICT 3",3,"red"
"zinfandel",2400,25400,17.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2425,100,76.5,2016,"DISTRICT 3",3,"red"
"zinfandel",2428.55,100,24.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2435,100,56,2016,"DISTRICT 3",3,"red"
"zinfandel",2440.07,100,73.2,2016,"DISTRICT 3",3,"red"
"zinfandel",2448,100,23.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2450,100,77.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2450,20800,37.1,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,100,724.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,11800,3,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,14100,3.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,19200,47.2,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,19400,1.5,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,21000,1.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,21600,1.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,24500,3.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,28800,7.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,40050,6.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2500,67945,18.9,2016,"DISTRICT 3",3,"red"
"zinfandel",2521,100,1,2016,"DISTRICT 3",3,"red"
"zinfandel",2530.56,14100,5,2016,"DISTRICT 3",3,"red"
"zinfandel",2550,100,155.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2550,20800,26.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2550,64440,19.5,2016,"DISTRICT 3",3,"red"
"zinfandel",2553,100,10,2016,"DISTRICT 3",3,"red"
"zinfandel",2562.84,100,36.5,2016,"DISTRICT 3",3,"red"
"zinfandel",2567.51,100,15.5,2016,"DISTRICT 3",3,"red"
"zinfandel",2573.35,24800,3.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2575,100,73,2016,"DISTRICT 3",3,"red"
"zinfandel",2600,100,249.7,2016,"DISTRICT 3",3,"red"
"zinfandel",2600,14000,10.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2600,14100,10.4,2016,"DISTRICT 3",3,"red"
"zinfandel",2600,24500,12.3,2016,"DISTRICT 3",3,"red"
"zinfandel",2600,24800,2.6,2016,"DISTRICT 3",3,"red"
"zinfandel",2600,25100,20.8,2016,"DISTRICT 3",3,"red"
